"name","index","debut","file_name","old_id","old_group","order","external_path","ps",""
"Glameow","707","2020/5/22","pm431","431","Glameow","","","","image"
"Purugly","708","2020/5/22","pm432","432","Glameow","","","","image"
"Chingling","709","","pm433","433","Chimecho","","","","image"
"Stunky","710","","pm434","434","Stunky","","","","image"
"Skuntank","711","","pm435","435","Stunky","","","","image"
"Bronzor","712","2019/5/21","pm436","436","Bronzor","","","","image"
"Bronzong","713","2019/5/21","pm437","437","Bronzor","","","","image"
"Bonsly","714","2019/8/5","pm438","438","Sudowoodo","","","","image"
"Mime Jr.","715","2019/9/26","pm439","439","Mr Mime","","","","image"
"Happiny","716","2020/2/13","pm440","440","Chansey","","","","image"
"Happiny","717","2021/4/4","pm440.cNOVEMBER_2018","440_07","Chansey_07","","","","image"
"Chatot","718","","pm441","441","Chatot","","","","image"
"Spiritomb","719","2020/10/24","pm442","442","Spiritomb","","","","image"
"Gible","720","2019/12/17","pm443","443","Gible","","","","image"
"Gabite","721","2019/12/17","pm444","444","Gible","","","","image"
"Garchomp","722","2019/12/17","pm445","445","Gible","","","","image"
"Munchlax","723","2022/11/9","pm446","446","Snorlax","","","","image"
"Riolu","724","2020/2/6","pm447","447","Riolu","","","","image"
"Lucario","725","2020/2/6","pm448","448","Riolu","","","","image"
"Hippopotas","726","2020/2/7","pm449","449","Hippowdon","","","","image"
"Hippowdon","727","2020/2/7","pm450","450","Hippowdon","","","","image"
"Hippopotas","728","2020/2/7","pm449.g2","449_01","Hippowdon_01","","","","image"
"Hippowdon","729","2020/2/7","pm450.g2","450_01","Hippowdon_01","","","","image"
"Skorupi","730","2020/3/5","pm451","451","Skorupi","","","","image"
"Drapion","731","2020/3/5","pm452","452","Skorupi","","","","image"
"Croagunk","732","2020/3/31","pm453","453","Croagunk","","","","image"
"Toxicroak","733","2020/3/31","pm454","454","Croagunk","","","","image"
"Croagunk","734","2020/3/31","pm453.cFALL_2020_NOEVOLVE","453_16","Croagunk_16","","","","image"
"Toxicroak","735","2022/9/27","pm454.cFALL_2020_NOEVOLVE","454_16","Croagunk_16","","","","image"
"Carnivine","736","","pm455","455","Carnivine","","","","image"
"Finneon","737","2022/1/21","pm456","456","Finneon","","","","image"
"Lumineon","738","2022/1/21","pm457","457","Finneon","","","","image"
"Mantyke","739","2023/5/2","pm458","458","Mantine","","","","image"
"Snover","740","2019/12/24","pm459","459","Snover","","","","image"
"Abomasnow","741","2019/12/24","pm460","460","Snover","","","","image"
"Abomasnow(M)","742","2019/12/24","pm460.fMEGA","460_51","Snover","","","","image"
"Weavile","743","2019/7/25","pm461","461","Sneasel","","","","image"
"Magnezone","744","2018/11/16","pm462","462","Magnemite","","","","image"
"Lickilicky","745","2020/2/15","pm463","463","Lickitung","","","","image"
"Rhyperior","746","2020/2/22","pm464","464","Rhyhorn","","","","image"
"Tangrowth","747","2020/7/24","pm465","465","Tangela","","","","image"
"Electivire","748","2018/11/15","pm466","466","Electabuzz","","","","image"
"Electivire","749","2023/5/2","pm466.cSPRING_2023_INSTINCT","466_2023s","Electabuzz_23s","","","","image"
"Magmortar","750","2018/3/22","pm467","467","Magmar","","","","image"
"Togekiss","751","2018/3/22","pm468","468","Togepi","","","","image"
"Togekiss","752","2022/4/12","pm468.cAPRIL_2020_NOEVOLVE","468_12","Togepi","","","","image"
"Yanmega","753","2019/9/20","pm469","469","Yanma","","","","image"
"Leafeon","754","2018/8/11","pm470","470","Eevee","","","","image"
"Leafeon","755","2019/5/17","pm470.cNOVEMBER_2018","470_07","Eevee_07","","","","image"
"Leafeon","756","2022/12/31","pm470.cHOLIDAY_2022","470_22h","Eevee_2022h","","","","image"
"Leafeon","757","2023/4/4","pm470.cSPRING_2023","470_23s","Eevee_23s","","","","image"
"Glaceon","758","2018/8/11","pm471","471","Eevee","","","","image"
"Glaceon","759","2019/5/17","pm471.cNOVEMBER_2018","471_07","Eevee_07","","","","image"
"Glaceon","760","2021/12/16","pm471.cHOLIDAY_2021_NOEVOLVE","471_holiday","Eevee_11","","","","image"
"Glaceon","761","2022/12/31","pm471.cHOLIDAY_2022","471_22h","Eevee_2022h","","","","image"
"Glaceon","762","2023/4/4","pm471.cSPRING_2023","471_23s","Eevee_23s","","","","image"
"Gliscor","763","2019/9/2","pm472","472","Gligar","","","","image"
"Mamoswine","764","2019/2/16","pm473","473","Swinub","","","","image"
"Porygon-Z","765","2020/9/19","pm474","474","Porygon","","","","image"
"Gallade","766","2019/8/3","pm475","475","Ralts","","","","image"
"Probopass","767","2021/3/9","pm476","476","Nosepass","","","","image"
"Dusknoir","768","2017/10/26","pm477","477","Duskull","","","","image"
"Dusknoir","769","2022/11/1","pm477.cFALL_2022_NOEVOLVE","477_f22","Duskull_f22","","","","image"
"Froslass","770","2019/1/31","pm478","478","Snorunt","","","","image"
"Rotom","771","","pm479","479","Rotom","","","","image"
"Uxie","772","2021/9/14","pm480","480","Uxie","","","","image"
"Mesprit","773","2021/9/14","pm481","481","Mesprit","","","","image"
"Azelf","774","2021/9/14","pm482","482","Azelf","","","","image"
"Dialga","775","2021/7/23","pm483","483","Dialga","","","","image"
"Palkia","776","2021/8/6","pm484","484","Palkia","","","","image"
"Heatran","777","2020/1/7","pm485","485","Heatran","","","","image"
"Regigigas","778","2021/6/17","pm486","486","Regigigas","","","","image"
"Giratina","779","2020/10/9","pm487.fORIGIN","487_12","Giratina","","","","image"
"Giratina","780","2019/9/23","pm487.fALTERED","487_11","Giratina","","","","image"
"Cresselia","781","2019/5/27","pm488","488","Cresselia","","","","image"
"Phione","782","","pm489","489","Phione","","","","image"
"Manaphy","783","","pm490","490","Manaphy","","","","image"
"Darkrai","784","2020/3/6","pm491","491","Darkrai","","","","image"
"Shaymin","785","","pm492","492","Shaymin","","","","image"
"Arceus","786","","pm493","493","Arceus","","","","image"
"Victini","787","","pm494","494","Victini","","","","image"
"Snivy","788","2021/1/4","pm495","495","Snivy","","","","image"
"Servine","789","2021/1/4","pm496","496","Snivy","","","","image"
"Serperior","790","2021/1/4","pm497","497","Snivy","","","","image"
"Tepig","791","2021/7/3","pm498","498","Tepig","","","","image"
"Pignite","792","2021/7/3","pm499","499","Tepig","","","","image"
"Emboar","793","2021/7/3","pm500","500","Tepig","","","","image"
"Oshawott","794","2021/9/19","pm501","501","Oshawott","","","","image"
"Dewott","795","2021/9/19","pm502","502","Oshawott","","","","image"
"Samurott","796","2021/9/19","pm503","503","Oshawott","","","","image"
"Patrat","797","2019/9/16","pm504","504","Patrat","","","","image"
"Watchog","798","2019/9/16","pm505","505","Patrat","","","","image"
"Lillipup","799","2019/9/16","pm506","506","Lillipup","","","","image"
"Herdier","800","2019/9/16","pm507","507","Lillipup","","","","image"
"Stoutland","801","2019/9/16","pm508","508","Lillipup","","","","image"
"Purrloin","802","2022/11/24","pm509","509","Purrloin","","","","image"
"Liepard","803","2022/11/24","pm510","510","Purrloin","","","","image"
"Pansage","804","2022/8/5","pm511","511","Pansage","","","","image"
"Simisage","805","2022/8/5","pm512","512","Pansage","","","","image"
"Pansear","806","2022/7/1","pm513","513","Pansear","","","","image"
"Simisear","807","2022/7/1","pm514","514","Pansear","","","","image"
"Panpour","808","2022/7/22","pm515","515","Panpour","","","","image"
"Simipour","809","2022/7/22","pm516","516","Panpour","","","","image"
"Munna","810","2022/8/27","pm517","517","Munna","","","","image"
"Musharna","811","2022/8/27","pm518","518","Munna","","","","image"
"Pidove","812","2020/7/2","pm519","519","Pidove","","","","image"
"Tranquill","813","2020/7/2","pm520","520","Pidove","","","","image"
"Unfezant","814","2020/7/2","pm521","521","Pidove","","","","image"
"Unfezant","815","2020/7/2","pm521.g2","521_01","Pidove","","","","image"
"Blitzle","816","2021/9/28","pm522","522","Blitzle","","","","image"
"Zebstrika","817","2021/9/28","pm523","523","Blitzle","","","","image"
"Blitzle","818","2021/9/21","pm522.cFASHION_2021_NOEVOLVE","522_2021_FASHION","Blitzle_2021_FASHION","","","","image"
"Roggenrola","819","2020/8/14","pm524","524","Roggenrola","","","","image"
"Boldore","820","2020/8/14","pm525","525","Roggenrola","","","","image"
"Gigalith","821","2020/8/14","pm526","526","Roggenrola","","","","image"
"Woobat","822","2020/7/24","pm527","527","Woobat","","","","image"
"Swoobat","823","2020/7/24","pm528","528","Woobat","","","","image"
"Drilbur","824","2023/4/20","pm529","529","Drilbur","","","","image"
"Excadrill","825","2023/4/20","pm530","530","Drilbur","","","","image"
"Audino","826","2021/7/17","pm531","531","Audino","","","","image"
"Timburr","827","2020/3/13","pm532","532","Timburr","","","","image"
"Gurdurr","828","2020/3/13","pm533","533","Timburr","","","","image"
"Conkeldurr","829","2020/3/13","pm534","534","Timburr","","","","image"
"Tympole","830","2021/7/17","pm535","535","Tympole","","","","image"
"Palpitoad","831","2021/7/17","pm536","536","Tympole","","","","image"
"Seismitoad","832","2021/7/17","pm537","537","Tympole","","","","image"
"Throh","833","2021/7/17","pm538","538","Throh","","","","image"
"Sawk","834","2021/7/17","pm539","539","Sawk","","","","image"
"Sewaddle","835","","pm540","540","Sewaddle","","","","image"
"Swadloon","836","","pm541","541","Sewaddle","","","","image"
"Leavanny","837","","pm542","542","Sewaddle","","","","image"
"Venipede","838","2022/8/10","pm543","543","Venipede","","","","image"
"Whirlipede","839","2022/8/10","pm544","544","Venipede","","","","image"
"Scolipede","840","2022/8/10","pm545","545","Venipede","","","","image"
"Cottonee","841","2022/3/22","pm546","546","Cottonee","","","","image"
"Whimsicott","842","2022/3/22","pm547","547","Cottonee","","","","image"
"Petilil","843","2023/8/4","pm548","548","Petilil","","","","image"
"Lilligant","844","2023/8/4","pm549","549","Petilil","","","","image"
"Basculin","845","","pm550","550","Basculin","","","","image"
"Sandile","846","","pm551","551","Sandile","","","","image"
"Krokorok","847","","pm552","552","Sandile","","","","image"
"Krookodile","848","","pm553","553","Sandile","","","","image"
"Darumaka","849","2021/7/6","pm554","554","Darumaka","","","","image"
"Darmanitan","850","2021/7/6","pm555.fSTANDARD","555_11","Darumaka","","","","image"
"Darumaka","851","2021/12/23","pm554.fGALARIAN","554_31","Darumaka_31","","","","image"
"Darmanitan","852","2021/12/23","pm555.fGALARIAN_STANDARD","555_31","Darumaka_31","","","","image"
"Maractus","853","","pm556","556","Maractus","","","","image"
"Dwebble","854","2020/6/25","pm557","557","Dwebble","","","","image"
"Crustle","855","2020/6/25","pm558","558","Dwebble","","","","image"
"Scraggy","856","","pm559","559","Scraggy","","","","image"
"Scrafty","857","","pm560","560","Scraggy","","","","image"
"Sigilyph","858","","pm561","561","Sigilyph","","","","image"
"Yamask","859","2019/10/17","pm562","562","Yamask","","","","image"
"Yamask","860","2022/10/20","pm562.fGALARIAN","562_31","Yamask_31","","","","image"
"Cofagrigus","861","2019/10/17","pm563","563","Yamask","","","","image"
"Tirtouga","862","2022/6/7","pm564","564","Tirtouga","","","","image"
"Carracosta","863","2022/6/7","pm565","565","Tirtouga","","","","image"
"Archen","864","2022/6/7","pm566","566","Archen","","","","image"
"Archeops","865","2022/6/7","pm567","567","Archen","","","","image"
"Trubbish","866","2021/4/20","pm568","568","Trubbish","","","","image"
"Garbodor","867","2021/4/20","pm569","569","Trubbish","","","","image"
"Zorua","868","","pm570","570","Zorua","","","","image"
"Zoroark","869","","pm571","571","Zorua","","","","image"
"Minccino","870","2020/2/2","pm572","572","Minccino","","","","image"
"Cinccino","871","2020/2/2","pm573","573","Minccino","","","","image"
"Gothita","872","","pm574","574","Gothita","","","","image"
"Gothorita","873","","pm575","575","Gothita","","","","image"
"Gothitelle","874","","pm576","576","Gothita","","","","image"
"Solosis","875","","pm577","577","Solosis","","","","image"
"Duosion","876","","pm578","578","Solosis","","","","image"
"Reuniclus","877","","pm579","579","Solosis","","","","image"
"Ducklett","878","","pm580","580","Ducklett","","","","image"
"Swanna","879","","pm581","581","Ducklett","","","","image"
"Vanillite","880","","pm582","582","Vanillite","","","","image"
"Vanillish","881","","pm583","583","Vanillite","","","","image"
"Vanilluxe","882","","pm584","584","Vanillite","","","","image"
"Deerling","883","","pm585","585","Deerling","","","","image"
"Sawsbuck","884","","pm586","586","Deerling","","","","image"
"Emolga","885","","pm587","587","Emolga","","","","image"
"Karrablast","886","2022/6/4","pm588","588","Karrablast","","","","image"
"Escavalier","887","2022/6/4","pm589","589","Karrablast","","","","image"
"Foongus","888","2022/7/1","pm590","590","Foongus","","","","image"
"Amoonguss","889","2022/7/1","pm591","591","Foongus","","","","image"
"Frillish(♂)","890","2023/2/8","pm592","592","Frillish","","","","image"
"Jellicent(♂)","891","2023/2/8","pm593","593","Frillish","","","","image"
"Frillish(♀)","892","2023/2/8","pm592.fFEMALE","592_01","Frillish","","","","image"
"Jellicent(♀)","893","2023/2/8","pm593.fFEMALE","593_01","Frillish","","","","image"
"Alomomola","894","2021/2/14","pm594","594","Alomomola","","","","image"
"Joltik","895","2023/8/27","pm595","595","Joltik","","","","image"
"Galvantula","896","2023/8/27","pm596","596","Joltik","","","","image"
"Ferroseed","897","2020/11/7","pm597","597","Ferroseed","","","","image"
"Ferrothorn","898","2020/11/7","pm598","598","Ferroseed","","","","image"
"Klink","899","2019/9/16","pm599","599","Klink","","","","image"
"Klang","900","2019/9/16","pm600","600","Klink","","","","image"
"Klinklang","901","2019/9/16","pm601","601","Klink","","","","image"
"Tynamo","902","","pm602","602","Tynamo","","","","image"
"Eelektrik","903","","pm603","603","Tynamo","","","","image"
"Eelektross","904","","pm604","604","Tynamo","","","","image"
"Elgyem","905","2022/9/6","pm605","605","Elgyem","","","","image"
"Beheeyem","906","2022/9/6","pm606","606","Elgyem","","","","image"
"Litwick","907","2022/10/15","pm607","607","Litwick","","","","image"
"Lampent","908","2022/10/15","pm608","608","Litwick","","","","image"
"Chandelure","909","2022/10/15","pm609","609","Litwick","","","","image"
"Axew","910","2022/6/4","pm610","610","Axew","","","","image"
"Fraxure","911","2022/6/4","pm611","611","Axew","","","","image"
"Haxorus","912","2022/6/4","pm612","612","Axew","","","","image"
"Cubchoo","913","2020/12/18","pm613","613","Cubchoo","","","","image"
"Beartic","914","2020/12/18","pm614","614","Cubchoo","","","","image"
"Cubchoo","915","2020/12/18","pm613.fWINTER_2020","613_winter2020","Cubchoo_winter","","","","image"
"Beartic","916","2022/12/23","pm614.fWINTER_2020","614_winter2020","Cubchoo_winter","","","","image"
"Cryogonal","917","","pm615","615","Cryogonal","","","","image"
"Shelmet","918","2022/6/4","pm616","616","Shelmet","","","","image"
"Accelgor","919","2022/6/4","pm617","617","Shelmet","","","","image"
"Stunfisk","920","2023/4/23","pm618","618","Stunfisk","","","","image"
"Stunfisk","921","2021/8/20","pm618.fGALARIAN","618_31","Stunfisk_31","","","","image"
"Mienfoo","922","","pm619","619","Mienfoo","","","","image"
"Mienshao","923","","pm620","620","Mienfoo","","","","image"
"Druddigon","924","2021/12/7","pm621","621","Druddigon","","","","image"
"Golett","925","2023/8/18","pm622","622","Golett","","","","image"
"Golurk","926","2023/8/18","pm623","623","Golett","","","","image"
"Pawniard","927","2022/11/14","pm624","624","Pawniard","","","","image"
"Bisharp","928","2022/11/14","pm625","625","Pawniard","","","","image"
"Bouffalant","929","","pm626","626","Bouffalant","","","","image"
"Rufflet","930","2020/12/13","pm627","627","Rufflet","","","","image"
"Braviary","931","2020/12/13","pm628","628","Rufflet","","","","image"
"Braviary","932","2022/7/31","pm628.fHISUIAN","628_01","Rufflet","","","","image"
"Vullaby","933","2021/11/9","pm629","629","Vullaby","","","","image"
"Mandibuzz","934","2021/11/9","pm630","630","Vullaby","","","","image"
"Heatmor","935","2020/7/25","pm631","631","Heatmor","","","","image"
"Durant","936","2020/7/25","pm632","632","Durant","","","","image"
"Deino","937","2020/8/1","pm633","633","Deino","","","","image"
"Zweilous","938","2020/8/1","pm634","634","Deino","","","","image"
"Hydreigon","939","2020/8/1","pm635","635","Deino","","","","image"
"Larvesta","940","","pm636","636","Larvesta","","","","image"
"Volcarona","941","","pm637","637","Larvesta","","","","image"
"Cobalion","942","2020/5/18","pm638","638","Cobalion","","","","image"
"Terrakion","943","2020/5/19","pm639","639","Terrakion","","","","image"
"Virizion","944","2020/5/13","pm640","640","Virizion","","","","image"
"Tornadus","945","2021/3/6","pm641.fINCARNATE","641_11","Tornadus","","","","image"
"Tornadus","946","2022/3/14","pm641.fTHERIAN","641_12","Tornadus","","","","image"
"Thundurus","947","2021/3/11","pm642.fINCARNATE","642_11","Thundurus","","","","image"
"Thundurus","948","2022/4/5","pm642.fTHERIAN","642_12","Thundurus","","","","image"
"Reshiram","949","2021/12/1","pm643","643","Reshiram","","","","image"
"Zekrom","950","2021/12/1","pm644","644","Zekrom","","","","image"
"Landorus","951","2021/3/1","pm645.fINCARNATE","645_11","Landorus","","","","image"
"Landorus","952","2022/4/26","pm645.fTHERIAN","645_12","Landorus","","","","image"
"Kyurem","953","2021/12/16","pm646.fNORMAL","646_11","Kyurem","","","","image"
"Keldeo","954","","pm647","647","Keldeo","","","","image"
"Meloetta","955","","pm648","648","Meloetta","","","","image"
"Genesect","956","2020/8/15","pm649.fNORMAL","649_11","Genesect","","","","image"
"Genesect","957","2023/5/2","pm649.fSHOCK","649_13","Genesect","","","","image"
"Chespin","958","2023/1/7","pm650","650","Chespin","","","","image"
"Quilladin","959","2023/1/7","pm651","651","Chespin","","","","image"
"Chesnaught","960","2023/1/7","pm652","652","Chespin","","","","image"
"Fennekin","961","2023/5/21","pm653","653","Fennekin","","","","image"
"Braixen","962","2023/5/21","pm654","654","Fennekin","","","","image"
"Delphox","963","2023/5/21","pm655","655","Fennekin","","","","image"
"Froakie","964","","pm656","656","Froakie","","","","image"
"Frogadier","965","","pm657","657","Froakie","","","","image"
"Greninja","966","","pm658","658","Froakie","","","","image"
"Bunnelby","967","2021/4/4","pm659","659","Bunnelby","","","","image"
"Diggersby","968","2021/4/4","pm660","660","Bunnelby","","","","image"
"Fletchling","969","2021/3/6","pm661","661","Fletchling","","","","image"
"Fletchinder","970","2021/3/6","pm662","662","Fletchling","","","","image"
"Talonflame","971","2021/3/6","pm663","663","Fletchling","","","","image"
"Scatterbug","972","","pm664","664","Scatterbug","","","","image"
"Spewpa","973","","pm665","665","Scatterbug","","","","image"
"Vivillon","974","","pm666","666","Scatterbug","","","","image"
"Litleo","975","2022/2/1","pm667","667","Litleo","","","","image"
"Pyroar","976","2022/2/1","pm668","668","Litleo","","","","image"
"Pyroar","977","2022/2/1","pm668.fFEMALE","668_01","Litleo","","","","image"
"Flabébé","978","","pm669","669","Flabebe","","","","image"
"Floette","979","","pm670","670","Flabebe","","","","image"
"Florges","980","","pm671","671","Flabebe","","","","image"
"Skiddo","981","","pm672","672","Skiddo","","","","image"
"Gogoat","982","","pm673","673","Skiddo","","","","image"
"Pancham","983","2023/6/16","pm674","674","Pancham","","","","image"
"Pangoro","984","2023/6/16","pm675","675","Pancham","","","","image"
"Furfrou","985","2022/9/27","pm676.fNATURAL","676","Furfrou","","","","image"
"Furfrou","986","2022/9/27","pm676.fDEBUTANTE","676_fDEBUTANTE","Furfrou","","","","image"
"Furfrou","987","2022/9/27","pm676.fSTAR","676_fSTAR","Furfrou","","","","image"
"Furfrou","988","2022/9/27","pm676.fDANDY","676_fDANDY","Furfrou","","","","image"
"Furfrou","989","2023/2/8","pm676.fHEART","676_fHEART","Furfrou","","","","image"
"Furfrou","990","2022/9/27","pm676.fKABUKI","676_fKABUKI","Furfrou","","","","image"
"Furfrou","991","2022/9/27","pm676.fMATRON","676_fMATRON","Furfrou","","","","image"
"Furfrou","992","2022/9/27","pm676.fDIAMOND","676_fDIAMOND","Furfrou","","","","image"
"Furfrou","993","2022/9/27","pm676.fPHARAOH","676_fPHARAOH","Furfrou","","","","image"
"Furfrou","994","2022/9/27","pm676.fLA_REINE","676_fLA_REINE","Furfrou","","","","image"
"Espurr","995","2022/2/1","pm677","677","Espurr","","","","image"
"Meowstic","996","2022/2/1","pm678","678","Espurr","","","","image"
"Meowstic","997","2022/2/1","pm678.fFEMALE","678_01","Espurr","","","","image"
"Honedge","998","","pm679","679","Honedge","","","","image"
"Doublade","999","","pm680","680","Honedge","","","","image"
"Aegislash","1000","","pm681","681","Honedge","","","","image"
"Spritzee","1001","2022/9/24","pm682","682","Spritzee","","","","image"
"Aromatisse","1002","2022/9/24","pm683","683","Spritzee","","","","image"
"Swirlix","1003","2022/8/5","pm684","684","Swirlix","","","","image"
"Slurpuff","1004","2022/8/5","pm685","685","Swirlix","","","","image"
"Inkay","1005","2022/9/3","pm686","686","Inkay","","","","image"
"Malamar","1006","2022/9/3","pm687","687","Inkay","","","","image"
"Binacle","1007","2022/5/13","pm688","688","Binacle","","","","image"
"Barbaracle","1008","2022/5/13","pm689","689","Binacle","","","","image"
"Skrelp","1009","2023/8/18","pm690","690","Skrelp","","","","image"
"Dragalge","1010","2023/8/18","pm691","691","Skrelp","","","","image"
"Clauncher","1011","2023/6/6","pm692","692","Clauncher","","","","image"
"Clawitzer","1012","2023/6/6","pm693","693","Clauncher","","","","image"
"Helioptile","1013","2023/1/27","pm694","694","Helioptile","","","","image"
"Heliolisk","1014","2023/1/27","pm695","695","Helioptile","","","","image"
"Tyrunt","1015","2023/7/27","pm696","696","Tyrunt","","","","image"
"Tyrantrum","1016","2023/7/27","pm697","697","Tyrunt","","","","image"
"Amaura","1017","2023/7/27","pm698","698","Amaura","","","","image"
"Aurorus","1018","2023/7/27","pm699","699","Amaura","","","","image"
"Sylveon","1019","2021/5/25","pm700","700","Eevee","","","","image"
"Sylveon","1020","2021/5/25","pm700.cNOVEMBER_2018","700_07","Eevee_07","","","","image"
"Sylveon","1021","2022/12/31","pm700.cHOLIDAY_2022","700_22h","Eevee_2022h","","","","image"
"Sylveon","1022","2023/4/4","pm700.cSPRING_2023","700_23s","Eevee_23s","","","","image"
"Hawlucha","1023","","pm701","701","Hawlucha","","","","image"
"Dedenne","1024","2023/1/10","pm702","702","Dedenne","","","","image"
"Carbink","1025","","pm703","703","Carbink","","","","image"
"Goomy","1026","2023/8/27","pm704","704","Goomy","","","","image"
"Sliggoo","1027","2023/8/27","pm705","705","Goomy","","","","image"
"Goodra","1028","2023/8/27","pm706","706","Goomy","","","","image"
"Klefki","1029","","pm707","707","Klefki","","","","image"
"Phantump","1030","","pm708","708","Phantump","","","","image"
"Trevenant","1031","","pm709","709","Phantump","","","","image"
"Pumpkaboo","1032","","pm710","710","Pumpkaboo","","","","image"
"Gourgeist","1033","","pm711","711","Pumpkaboo","","","","image"
"Pumpkaboo(XS)","1034","2022/10/27","pm710.fSMALL.cFALL_2022","710_c22xs","Pumpkaboo_2022","","","","image"
"Pumpkaboo","1035","2022/10/27","pm710.fAVERAGE.cFALL_2022","710_c22","Pumpkaboo_2022","","","","image"
"Pumpkaboo(XL)","1036","2022/10/27","pm710.fLARGE.cFALL_2022","710_c22xl","Pumpkaboo_2022","","","","image"
"Pumpkaboo(XXL)","1037","2022/10/27","pm710.fSUPER.cFALL_2022","710_c22xxl","Pumpkaboo_2022","","","","image"
"Gourgeist(XS)","1038","2022/10/27","pm711.fSMALL.cFALL_2022","711_c22xs","Pumpkaboo_2022","","","","image"
"Gourgeist","1039","2022/10/27","pm711.fAVERAGE.cFALL_2022","711_c22","Pumpkaboo_2022","","","","image"
"Gourgeist(XL)","1040","2022/10/27","pm711.fLARGE.cFALL_2022","711_c22xl","Pumpkaboo_2022","","","","image"
"Gourgeist(XXL)","1041","2022/10/27","pm711.fSUPER.cFALL_2022","711_c22xxl","Pumpkaboo_2022","","","","image"
"Bergmite","1042","2022/12/23","pm712","712","Bergmite","","","","image"
"Avalugg","1043","2022/12/23","pm713","713","Bergmite","","","","image"
"Avalugg","1044","2022/12/23","pm713.fHISUIAN","713_31","Bergmite","","","","image"
"Noibat","1045","2022/10/20","pm714","714","Noibat","","","","image"
"Noivern","1046","2022/10/20","pm715","715","Noibat","","","","image"
"Xerneas","1047","2022/10/8","pm716","716","Xerneas","","","","image"
"Yveltal","1048","2022/9/27","pm717","717","Yveltal","","","","image"
"Zygarde","1049","","pm718","718","Zygarde","","","","image"
"Yungoos","1050","2022/3/1","pm734","734","Yungoos","","","","image"
"Gumshoos","1051","2022/3/1","pm735","735","Yungoos","","","","image"
"Rockruff","1052","2022/3/1","pm744","744","Rockruff","","","","image"
"Lycanroc","1053","2022/3/1","pm745.fMIDDAY","745_d","Rockruff","","","","image"
"Lycanroc","1054","2021/3/1","pm745.fMIDNIGHT","745_n","Rockruff","","","","image"
"Dewpider","1055","2022/8/4","pm751","751","Dewpider","","","","image"
"Araquanid","1056","2022/8/4","pm752","752","Dewpider","","","","image"
"Fomantis","1057","2023/6/16","pm753","753","Fomantis","","","","image"
"Lurantis","1058","2023/6/16","pm754","754","Fomantis","","","","image"
"Stufful","1059","2022/4/23","pm759","759","Stufful","","","","image"
"Bewear","1060","2022/4/23","pm760","760","Stufful","","","","image"
"Bounsweet","1061","","pm761","761","bounsweet","","","","image"
"Steenee","1062","","pm762","762","bounsweet","","","","image"
"Tsareena","1063","","pm763","763","bounsweet","","","","image"
"Comfey","1064","","pm764","764","comfey","","","","image"
"Oranguru","1065","2023/8/27","pm765","765","oranguru","","","","image"
"Passimian","1066","","pm766","766","passimian","","","","image"
"Wimpod","1067","","pm767","767","wimpod","","","","image"
"Golisopod","1068","","pm768","768","wimpod","","","","image"
"Sandygast","1069","","pm769","769","sandygast","","","","image"
"Palossand","1070","","pm770","770","sandygast","","","","image"
"Pyukumuku","1071","","pm771","771","pyukumuku","","","","image"
"Type: Null","1072","","pm772","772","type_null","","","","image"
"Silvally","1073","","pm773","773","type_null","","","","image"
"Minior","1074","","pm774","774","minior","","","","image"
"Komala","1075","","pm775","775","komala","","","","image"
"Turtonator","1076","2023/6/29","pm776","776","turtonator","","","","image"
"Togedemaru","1077","","pm777","777","togedemaru","","","","image"
"Mimikyu","1078","","pm778","778","mimikyu","","","","image"
"Mimikyu","1079","","pm778","778","mimikyu","","","","image"
"Bruxish","1080","","pm779","779","bruxish","","","","image"
"Drampa","1081","","pm780","780","drampa","","","","image"
"Dhelmise","1082","","pm781","781","dhelmise","","","","image"
"Jangmo-o","1083","","pm782","782","jangmo_o","","","","image"
"Hakamo-o","1084","","pm783","783","jangmo_o","","","","image"
"Kommo-o","1085","","pm784","784","jangmo_o","","","","image"
"Tapu Koko","1086","2023/1/26","pm785","785","tapu_koko","","","","image"
"Tapu Lele","1087","2023/2/8","pm786","786","tapu_lele","","","","image"
"Tapu Bulu","1088","2023/4/17","pm787","787","tapu_bulu","","","","image"
"Tapu Fini","1089","2023/5/11","pm788","788","tapu_fini","","","","image"
"Cosmog","1090","","pm789","789","cosmog","","","","image"
"Cosmoem","1091","","pm790","790","cosmog","","","","image"
"Solgaleo","1092","","pm791","791","cosmog","","","","image"
"Lunala","1093","","pm792","792","cosmog","","","","image"
"Nihilego","1094","2023/6/16","pm793","793","nihilego","","","","image"
"Buzzwole","1095","","pm794","794","buzzwole","","","","image"
"Pheromosa","1096","","pm795","795","pheromosa","","","","image"
"Xurkitree","1097","","pm796","796","xurkitree","","","","image"
"Celesteela","1098","","pm797","797","celesteela","","","","image"
"Kartana","1099","","pm798","798","kartana","","","","image"
"Guzzlord","1100","","pm799","799","guzzlord","","","","image"
"Necrozma","1101","","pm800","800","necrozma","","","","image"
"Magearna","1102","","pm801","801","magearna","","","","image"
"Magearna","1103","","pm801","801","magearna","","","","image"
"Magearna","1104","","pm801","801","magearna","","","","image"
"Marshadow","1105","","pm802","802","marshadow","","","","image"
"Poipole","1106","","pm803","803","poipole","","","","image"
"Naganadel","1107","","pm804","804","poipole","","","","image"
"Stakataka","1108","","pm805","805","stakataka","","","","image"
"Blacephalon","1109","","pm806","806","blacephalon","","","","image"
"Zeraora","1110","","pm807","807","zeraora","","","","image"
